#SOD C PRN   ELEV    AZIM     FLAG  LEO-X         LEO-Y           LEO-Z  LEO-APO-X LEO-APO-Y LEO-APO-Z  SAT-X         SAT-Y           SAT-Z  SAT-APO-X SAT-APO-Y SAT-APO-Z         SAT-CLK CODE-BIA PHASE-BIA     TOF          DTR       CORR-CODE     CORR-PHASE       GEOM-RNGE   CODE-RES  PHASE-RES       RCVR-CLK       SUERE   
00050 G 06   24.700  137.300    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113   -6076332.642  -25790868.939     628915.825   -0.031    1.453   -0.187     134609.228    1.144    0.000   74.478         -1.935   22328056.794   22328055.343   22328056.769    -0.7145    -2.1658          0.740     1.0000 
00050 G 12   22.600  276.900    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113  -21900637.957    7090379.923   12902976.465    0.584   -0.198   -0.354    -139881.159    0.799    0.000   74.888          3.898   22451020.118   22451018.426   22451019.041     0.3366    -1.3551          0.740     1.0000 
00050 G 14   15.700   81.700    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113   10179854.897  -21361227.719   11900866.321   -0.696    1.603   -0.843      88524.198    0.100    0.000   77.860          1.501   23341689.109   23341689.979   23341688.859    -0.4901     0.3798          0.740     1.0000 
00050 G 15   19.700  232.300    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113  -26524192.791   -2512765.998     789691.676    0.572    0.057   -0.021      34753.561    0.748    0.000   76.822        -10.619   23030688.527   23030686.436   23030687.403     0.3832    -1.7070          0.740     1.0000 
00050 G 17   40.600   50.600    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113    2679285.878  -15059237.809   22135835.809   -0.074    0.398   -0.585     215898.770    0.384    0.000   70.873         -3.137   21247086.712   21247086.275   21247085.803     0.1691    -0.2686          0.740     1.0000 
00050 G 19   70.200   73.300    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113   -7930876.624  -16905090.063   18836600.428    0.207    0.457   -0.514     127363.325   -1.776    0.000   63.829          6.118   19135438.473   19135440.282   19135437.490     0.2429     2.0521          0.740     1.0000 
00050 G 22   35.700   71.400    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113    4086934.593  -19649629.650   17975501.096   -0.145    0.685   -0.621      15115.335   -0.723    0.000   72.393          1.724   21702944.441   21702944.460   21702943.330     0.3709     0.3896          0.740     1.0000 
00050 G 24   60.700  292.800    1   -3977698.165   -4043267.505    5231054.922   -0.587   -1.271    0.113  -17129749.442   -4970137.704   19392102.659    0.582    0.270   -1.253    -123348.552    0.780    0.000   64.540         -9.032   19348664.845   19348664.046   19348664.403    -0.2981    -1.0971          0.740     1.0000 
00060 E 15   33.300  119.800    1   -3980702.931   -4097000.185    5186815.677   -0.575   -1.264    0.089   -2932469.159  -28675067.747    6727350.731   -0.006    0.995   -0.290     -23832.422    0.000    0.000   82.219         -0.580   24648598.352   24648598.561   24648599.299    -0.0824     0.1268         -0.864     0.8000 
00060 E 19   26.700  295.700    1   -3980702.931   -4097000.185    5186815.677   -0.575   -1.264    0.089  -19841435.935    8835333.571   20112159.316    0.787   -0.237   -0.561    -251131.920    0.000    0.000   84.489         -0.105   25329310.189   25329310.089   25329310.898     0.1552     0.0555         -0.864     0.8000 
