#C1:SOD C2:DOY C3:YEAR C4:CONST C5:PRN C6:CLK-BIAS
    0       11     2024     E      02       9.401388896140e-05
    0       11     2024     E      03      -8.616218442060e-05
    0       11     2024     E      04      -3.007123142720e-04
    0       11     2024     E      05       4.709120111920e-03
    0       11     2024     E      07      -9.773271829650e-05
    0       11     2024     E      08      -2.060381215110e-04
    0       11     2024     E      09      -2.950049396920e-04
    0       11     2024     E      10      -5.931758830880e-04
    0       11     2024     E      11       3.280647123870e-03
    0       11     2024     E      12      -8.572704959470e-04
    0       11     2024     E      13      -1.986654888640e-05
    0       11     2024     E      14       6.966338415590e-06
    0       11     2024     E      15      -7.949433742430e-05
    0       11     2024     E      18       1.965625803580e-04
    0       11     2024     E      19      -8.376900179520e-04
    0       11     2024     E      21      -5.732573020010e-04
    0       11     2024     E      24      -5.351286278720e-04
    0       11     2024     E      25      -6.914494574680e-07
    0       11     2024     E      26       3.356499859820e-04
    0       11     2024     E      27      -2.462379147150e-04
    0       11     2024     E      30      -8.143122332210e-04
    0       11     2024     E      31      -1.350085526380e-05
    0       11     2024     E      33       5.743621585100e-06
    0       11     2024     E      34      -8.828872881090e-05
    0       11     2024     E      36      -1.700805785170e-04
    0       11     2024     G      01       1.657783561060e-04
    0       11     2024     G      02      -5.027216252110e-04
    0       11     2024     G      03       1.175323189690e-04
    0       11     2024     G      04       2.628474335240e-04
    0       11     2024     G      05      -1.574890383960e-04
    0       11     2024     G      06       4.490151652330e-04
    0       11     2024     G      07      -3.421369828120e-05
    0       11     2024     G      08      -1.614735561380e-04
    0       11     2024     G      09       5.484399074150e-05
    0       11     2024     G      10      -6.882937918150e-05
    0       11     2024     G      11      -5.352006340580e-04
    0       11     2024     G      12      -4.666061992460e-04
    0       11     2024     G      13       6.146173471860e-04
    0       11     2024     G      14       2.952794235070e-04
    0       11     2024     G      15       1.159606460110e-04
    0       11     2024     G      16      -3.866768939600e-04
    0       11     2024     G      17       7.201712988710e-04
    0       11     2024     G      18      -5.290090032830e-04
    0       11     2024     G      19       4.248176103250e-04
    0       11     2024     G      20       3.921639257940e-04
    0       11     2024     G      21       1.388064375760e-04
    0       11     2024     G      22       5.041394403670e-05
    0       11     2024     G      23       1.329226689580e-04
    0       11     2024     G      24      -4.114159919830e-04
    0       11     2024     G      25       4.848147226520e-04
    0       11     2024     G      26       2.014798747190e-04
    0       11     2024     G      28      -9.504399162680e-05
    0       11     2024     G      29      -6.088573508800e-04
    0       11     2024     G      30      -4.469582828210e-04
    0       11     2024     G      31      -2.272160382950e-04
    0       11     2024     G      32      -6.040887764370e-04
  300       11     2024     E      02       9.401483626710e-05
  300       11     2024     E      03      -8.616295325210e-05
  300       11     2024     E      04      -3.007149905870e-04
  300       11     2024     E      05       4.709121193080e-03
  300       11     2024     E      07      -9.773333833800e-05
  300       11     2024     E      08      -2.060399263820e-04
  300       11     2024     E      09      -2.950090501070e-04
  300       11     2024     E      10      -5.931767765640e-04
  300       11     2024     E      11       3.280646832810e-03
  300       11     2024     E      12      -8.572755107750e-04
  300       11     2024     E      13      -1.986659923220e-05
  300       11     2024     E      14       6.969545851090e-06
  300       11     2024     E      15      -7.949498407200e-05
  300       11     2024     E      18       1.965755685130e-04
  300       11     2024     E      19      -8.376677638200e-04
  300       11     2024     E      21      -5.732578761140e-04
  300       11     2024     E      24      -5.351349248850e-04
  300       11     2024     E      25      -6.912998156330e-07
  300       11     2024     E      26       3.356533002960e-04
  300       11     2024     E      27      -2.462407507840e-04
  300       11     2024     E      30      -8.143214625950e-04
  300       11     2024     E      31      -1.350109967110e-05
  300       11     2024     E      33       5.743804824950e-06
  300       11     2024     E      34      -8.828937191890e-05
  300       11     2024     E      36      -1.700821792130e-04
  300       11     2024     G      01       1.657786457400e-04
  300       11     2024     G      02      -5.027199855370e-04
  300       11     2024     G      03       1.175401389010e-04
  300       11     2024     G      04       2.628503352400e-04
  300       11     2024     G      05      -1.574893036060e-04
  300       11     2024     G      06       4.490112290110e-04
  300       11     2024     G      07      -3.421690458960e-05
  300       11     2024     G      08      -1.614742114260e-04
  300       11     2024     G      09       5.484764043220e-05
